,text,text_mark_rm,text_checked,text_len
8958,와인소금 기발한데!~~~  색도 예쁘고 맛도 독특할 듯!~~~,와인소금 기발한데!  색도 예쁘고 맛도 독특할 듯!,와인 소금 기발한데!  색도 예쁘고 맛도 독특할 듯!,28
8959,이유리 + 이정현,이유리 + 이정현,이유리 + 이정현,9
8960,부지런하다,부지런하다,부지런하다,5
8961,뭘 따라해 중얼대야 방송분량이 나오지 출연자 전부 혼잣말하는고만;,뭘 따라해 중얼대야 방송분량이 나오지 출연자 전부 혼잣말하는고만;,뭘 따라 해 중얼대야 방송 분량이 나오지 출연자 전부 혼잣말하는고만;,36
8962,나혼산   장도연  나와서  보기  시름   극혐,나혼산   장도연  나와서  보기  시름   극혐,나온 산   장도연  나와서  보기  시름   극협,27
8963,집이 너무 좋아서 부러운데 뭔가 생활감이 없는 느낌은 있네요 ㅋㅋ,집이 너무 좋아서 부러운데 뭔가 생활감이 없는 느낌은 있네요 ㅋㅋ,집이 너무 좋아서 부러운데 뭔가 생활감이 없는 느낌은 있네요 ㅋㅋ,36
8964,이쁘다 와인소긍,이쁘다 와인소긍,이쁘다 와인도 긍,8
8965,이 언니 요리실력은 찐인 듯; 저런 건 진짜 설정으로 못혀 ㅠㅠ,이 언니 요리실력은 찐인 듯; 저런 건 진짜 설정으로 못혀 ㅠㅠ,이 언니 요리 실력은 찐인 듯; 저런 건 진짜 설정으로 못 혀 ㅠㅠ,35
8966,나혼산  박나래  매실청  하는 중??,나혼산  박나래  매실청  하는 중,나온 산  박나래  매실 청하는 중,19
8967,24도라,24도라,24도라,4
8968,그래도 전혜빈 항상 열심히 하는 느낌홧팅이에요,그래도 전혜빈 항상 열심히 하는 느낌홧팅이에요,그래도 전혜빈 항상 열심히 하는 느낌 파이팅이에요,25
8969,전혜빈씨  앞으로도 요리기대 만땅.,전혜빈씨  앞으로도 요리기대 만땅,전혜빈 씨  앞으로도 요리 기대 가득,18
8970,이미지 조았는데 뭔소리,이미지 조았는데 뭔소리,이미지 좋았는데 뭔 소리,12
8971,지루하다 볼게읍네,지루하다 볼게읍네,지루하다 볼 게 없네,9
8972,살림 야무지네  이사돈ㅋㅋ,살림 야무지네  이사돈ㅋㅋ,살림 야무지네  이사돈ㅋㅋ,14
8973,전혜빈 이미지가 왜요?,전혜빈 이미지가 왜요,전혜빈 이미지가 왜요,11
8974,점혜빈  개노잼이네  나혼산  보러  ㅂㅂ2,점혜빈  개노잼이네  나혼산  보러  ㅂㅂ2,전혜빈  개나 잼이네  나온 산  보러  ㅂㅂ2,24
8975,이정현 벤치마킹을 너무 많이 한 것 같네요,이정현 벤치마킹을 너무 많이 한 것 같네요,이정현 벤치마킹을 너무 많이 한 것 같네요,23
8976,이쁘다ㅜㅜ,이쁘다ㅜㅜ,이쁘다ㅜㅜ,5
8977,이미지변신 잘했네..,이미지변신 잘했네,이미지 변신 잘했네,9
8978,요리도구들이 ㅎㄷㄷ 하네요 관심도 많아보이구,요리도구들이 ㅎㄷㄷ 하네요 관심도 많아보이구,요리도구들이 ㅎㄷㄷ 하네요 관심도 많아 보이고,24
8979,저 비싼 와인을......,저 비싼 와인을,저 비싼 와인을,8
8980,아 그런거였나요..? 깜짝놀랬네여,아 그런거였나요 깜짝놀랬네여,아 그런 거였나요 깜짝 놀랐네요,15
8981,또오해영 때 이쁜 오해영 역 진짜 잘 어울렸는데. 실제로도 뭔가 그런 이미지이신 듯,또오해영 때 이쁜 오해영 역 진짜 잘 어울렸는데 실제로도 뭔가 그런 이미지이신 듯,또 오해영 때 이쁜 오해영 역 진짜 잘 어울렸는데 실제로도 뭔가 그런 이미지이신 듯,45
8982,열화된 이정현,열화된 이정현,열화 된 이정현,7
8983,이정현도 비슷하네요 스타일도 리액션도 혼자 궁시렁거리는 것두,이정현도 비슷하네요 스타일도 리액션도 혼자 궁시렁거리는 것두,이정현도 비슷하네요 스타일도 리액션도 혼자 구시렁거리는 것도,33
8984,이정현 보고 연구를 많이 했나.. 엄청 이정현같네,이정현 보고 연구를 많이 했나 엄청 이정현같네,이정현 보고 연구를 많이 했나 엄청 이정현 같네,25
8985,저번에 한번 했자나요,저번에 한번 했자나요,저번에 한번 했잖아요,11
8986,김수찬 건방져,김수찬 건방져,김수찬 건방져,7
8987,오윤아 보여줘여,오윤아 보여줘여,오윤아 보여줘요,8
8988,영자언니 일등할때.되지않았나요? ㅠ,영자언니 일등할때되지않았나요 ㅠ,영자 언니 일등 할 때 되지 않았나요 ㅠ,17
8989,이정현 보는거 같은 느낌,이정현 보는거 같은 느낌,이정현 보는 거 같은 느낌,13
8990,저도 정현씨같은 느낌,저도 정현씨같은 느낌,저도 정현 씨 같은 느낌,11
8991,밥만먹어도 맛있을듯,밥만먹어도 맛있을듯,밥만 먹어도 맛있을 듯,10
8992,그냥 나혼자 상대를 보러 이만 가야겠다 잼 없다,그냥 나혼자 상대를 보러 이만 가야겠다 잼 없다,그냥 나 혼자 상대를 보러 이만 가야겠다 잼 없다,26
8993,느끼할듯,느끼할듯,느끼할 듯,4
8994,집이  비싼간가???  강남  아닌데??,집이  비싼간가  강남  아닌데,집이  비싼 간가  강남  아닌데,17
8995,사람은 다른데 정현스럽다,사람은 다른데 정현스럽다,사람은 다른데 정현스럽다,13
8996,이정현같이 혼잣말하면서 하네,이정현같이 혼잣말하면서 하네,이정현같이 혼잣말하면서 하네,15
8997,전혜빈님 뭐든지 열심히 해서 보기좋음편스토랑도 기대기대,전혜빈님 뭐든지 열심히 해서 보기좋음편스토랑도 기대기대,전혜빈 님 뭐든지 열심히 해서 보기 좋음 편드 토랑도 기대기대,30
8998,김다연님 ㅎ음식잘해서  무섭다~ 요런뜻이겠지요.우승경쟁자가 많이 생기니~~,김다연님 ㅎ음식잘해서  무섭다 요런뜻이겠지요우승경쟁자가 많이 생기니,김아연 님 ㅎ음식 잘해서  무섭다 요런 뜻이겠지요 우승 경쟁자가 많이 생기니,37
8999,미친 다음부터 출연자들 텐트나 어디  원룸 빌려서 촬영해야겠다,미친 다음부터 출연자들 텐트나 어디  원룸 빌려서 촬영해야겠다,미친 다음부터 출연자들 텐트나 어디  원룸 빌려서 촬영해야겠다,34
9000,근데 이정현도 그렇고 나무 수저를 많이쓰네 ㅡ입도 작은데 큰 수저 왜쓰는거 ㅋㅋㅋ,근데 이정현도 그렇고 나무 수저를 많이쓰네 ㅡ입도 작은데 큰 수저 왜쓰는거 ㅋㅋㅋ,근데 이정현도 그렇고 나무 수저를 많이 쓰네 ㅡ입도 작은데 큰 수저 왜 쓰는 거 ㅋㅋㅋ,45
9001,이유리언니.드라마찍으러가셧을껄요,이유리언니드라마찍으러가셧을껄요,이 유리 언니 드라마 찍으러 가셨을걸요,16
9002,이정현 느낌이 강한데~?,이정현 느낌이 강한데,이정현 느낌이 강한데,11
9003,전혜빈 남편 의사 일건데...별 의심들이 다 나오네.ㅇ미지랑 다르게 잘하는구만~,전혜빈 남편 의사 일건데별 의심들이 다 나오네ㅇ미지랑 다르게 잘하는구만,전혜빈 남편 의사 일 건데 별 의심들이 다 나오네ㅇ미지랑 다르게 잘하는구먼,39
9004,하나하나가 너무 작위적이다 이정현 돌려죠ㅜㅜㅜㅜㅜㅜㅜㅜ,하나하나가 너무 작위적이다 이정현 돌려죠ㅜㅜㅜㅜㅜㅜㅜㅜ,하나하나가 너무 작위적이다 이정현 돌려줘ᅮᅮᅮᅮᅮᅮᅮᅮ,30
9005,난 연근 아삭한 거 말고 쫄깃한 게 좋더라,난 연근 아삭한 거 말고 쫄깃한 게 좋더라,난 연근 아삭한 거 말고 쫄깃한 게 좋더라,23
9006,ㅋ살림하는 여자들은 알꺼야. 찐이구만,ㅋ살림하는 여자들은 알꺼야 찐이구만,ㅋ 살림하는 여자들은 알 거야 찐이구먼,19
9007,오 맛궁금,오 맛궁금,오 맛 궁금,5
9008,이영자 무섭다한게 그거 너무 강적이라 무섭다구요ㅋㅋ,이영자 무섭다한게 그거 너무 강적이라 무섭다구요ㅋㅋ,이영자 무섭다 한 게 그거 너무 강적이라 무섭다고요 ᄏᄏ,28
9009,저도 전혜빈씨 별로 안좋아하지만 집이 자기집 맞는지 의심 든다는 사람은 뭐임ㅡㅡ 결혼해서 신혼집이고 대박난 영화 드라마없어도 꾸준히 방송활동 했으니 저정도 집 장만할수있겠죠 별의별거를 다 참나 그냥 부러우면 부럽다 하세요 저처럼~~,저도 전혜빈씨 별로 안좋아하지만 집이 자기집 맞는지 의심 든다는 사람은 뭐임ㅡㅡ 결혼해서 신혼집이고 대박난 영화 드라마없어도 꾸준히 방송활동 했으니 저정도 집 장만할수있겠죠 별의별거를 다 참나 그냥 부러우면 부럽다 하세요 저처럼,저도 전혜빈 씨 별로 안 좋아하지만 집이 자기 집 맞는지 의심 든다는 사람은 뭐임ㅡㅡ 결혼해서 신혼집이고 대박 난 영화 드라마 없어도 꾸준히 방송활동했으니 저 정도 집 장만할 수 있겠죠 별의별 거를 다 참나 그냥 부러우면 부럽다 하세요 저처럼,127
9010,혜빈은 내 부인이야 ㅎㅎ 죄송,혜빈은 내 부인이야 ㅎㅎ 죄송,혜빈은 내 부인이야 ㅎㅎ 죄송,16
9011,이유리씨 보고싶다,이유리씨 보고싶다,이유리 씨 보고 싶다,9
9012,맛 없을 것 같은데밥이 너무 질다,맛 없을 것 같은데밥이 너무 질다,맛없을 것 같은데 밥이 너무 질다,18
9013,엥 나만 이영자 중간에 어우 너무 무섭다 들은 건가 뭐야,엥 나만 이영자 중간에 어우 너무 무섭다 들은 건가 뭐야,엥 나만 이영자 중간에 어우 너무 무섭다 들은 건가 뭐야,31
9014,닥터포스터나 봐야지~나도 새댁이지만 너무심하게 다른 연예인 얘기라 편스토랑 이제 진짜 안봐야지,닥터포스터나 봐야지나도 새댁이지만 너무심하게 다른 연예인 얘기라 편스토랑 이제 진짜 안봐야지,닥터 포스터나 봐야 지나도 새댁이지만 너무 심하게 다른 연예인 얘기라 편이 스토랑 이제 진짜 안 봐야지,51
9015,코로나시국에 다들 경제난에ㅜ어려운데 위화감 들게,코로나시국에 다들 경제난에ㅜ어려운데 위화감 들게,코로나 시국에 다들 경제난에ㅜ어려운데 위화감 들게,26
9016,물건더 협찬냄새,물건더 협찬냄새,물건 더 협찬 냄새,8
9017,김수찬이여. 미스터트롯,김수찬이여 미스터트롯,김수찬이여 미스터 트롯,11
9018,이정현씨 요리는 여러번 따라하고 그랬는데 왜 안 따라하고 싶지? 맛술도 간단한데 안 만들어보고 싶음 이상하네,이정현씨 요리는 여러번 따라하고 그랬는데 왜 안 따라하고 싶지 맛술도 간단한데 안 만들어보고 싶음 이상하네,이정현 씨 요리는 여러 번 따라 하고 그랬는데 왜 안 따라 하고 싶지 맛술도 간단한데 안 만들어보고 싶음 이상하네,59
9019,지훈 마즘 뭐든다 열심히하고 다잘함,지훈 마즘 뭐든다 열심히하고 다잘함,지훈 마쯤 뭐든 다 열심히 하고 다 잘 함,19
9020,서사원에서 책 내셔야죠 전혜빈님,서사원에서 책 내셔야죠 전혜빈님,서사원에서 책 내셔야죠 전혜빈 님,17
9021,미스터트롯 수찬이요.진성옆에,미스터트롯 수찬이요진성옆에,미스터 트롯 수찬이요 진성 옆에,14
9022,아 댓글보니깐 피곤해지는구만 저집이 혜빈씨집이면 어떻고 아니면또어떻야 니가보테줬니??,아 댓글보니깐 피곤해지는구만 저집이 혜빈씨집이면 어떻고 아니면또어떻야 니가보테줬니,아 댓글 보니깐 피곤해지는구먼 저집이 혜빈 시집이면 어떻고 아니면 또 어떻다 네가 보태줬니,45
9023,전혜빈 집보니깐 자기집맞나 의심드네요 전혜빈 영화작품뭐있나요?? 대박난거있어요??,전혜빈 집보니깐 자기집맞나 의심드네요 전혜빈 영화작품뭐있나요 대박난거있어요,전혜빈 집 보니깐 자기 집 맞나 의심 드네요 전혜빈 영화 작품 뭐 있나요 대박 난 거 있어요,41
9024,이원일 자리에 나오는 여자 누구임?,이원일 자리에 나오는 여자 누구임,이원일 자리에 나오는 여자 누구임,18
9025,정글에서도 많이 보여졌겠지만 뭐 하나해도 어설프게 하는법이 없음 광장히 다 잘하는 스타일,정글에서도 많이 보여졌겠지만 뭐 하나해도 어설프게 하는법이 없음 광장히 다 잘하는 스타일,정글에서도 많이 보였겠지만 뭐 하나 해도 어설프게 하는 법이 없음 굉장히 다 잘하는 스타일,49
9026,살림 손끝 야무지구만 악플 많네 ???,살림 손끝 야무지구만 악플 많네 ,살림 손끝 야무지구먼 악플 많네 ,18
9027,이상하게 안 따라하고 싶음 잉,이상하게 안 따라하고 싶음 잉,이상하게 안 따라 하고 싶음 잉,16
9028,배우는 cf를  찍어야  돈을 벌지,배우는 cf를  찍어야  돈을 벌지,배우는 cf를  찍어야  돈을 벌지,19
9029,연예인들 집자랑이나하고 고급식재료 자랑아하고 편스토랑 제작의도가 뭣인지 참 한심한제작pd나 출연진하는 짓거리가 일반국민들 상실감들게한다 이런 지랄맞은프로는 폐지해야한다만원이하 제품을 만들면서 연예인들 나와 뭔지랄들이냐,연예인들 집자랑이나하고 고급식재료 자랑아하고 편스토랑 제작의도가 뭣인지 참 한심한제작pd나 출연진하는 짓거리가 일반국민들 상실감들게한다 이런 지랄맞은프로는 폐지해야한다만원이하 제품을 만들면서 연예인들 나와 뭔지랄들이냐,연예인들 집 자랑이나 하고 고급 식재료 자랑이 하고 편이 스토랑 제작 의도가 뭣인지 참 한심한 제작 pd나 출연 진하는 짓거리가 일반 국민들 상실감 들게 한다 이런 지랄맞은 프로는 폐지해야 한다만 원 이하 제품을 만들면서 연예인들 나와 뭔 지랄들이냐,121
9030,예능츌연료렁 영화츌연료 땅과하눌차이요,예능츌연료렁 영화츌연료 땅과하눌차이요,예능츌연료렁 영화 출연료 땅과 하눌 차이요,20
9031,잘살고 시집잘간여자들만 나오네,잘살고 시집잘간여자들만 나오네,잘 살고 시집 잘 간 여자들만 나오네,16
9032,감사해요^^에이제이님,감사해요에이제이님,감사해요에이제이님,9
9033,도경완씨 옆에 베이지색 자켓입으신 분 누구신가요??,도경완씨 옆에 베이지색 자켓입으신 분 누구신가요,도경완 씨 옆에 베이지색 재킷 입으신 분 누구신가요,26
9034,그냥보세여,그냥보세여,그냥 보세여,5
9035,레알 찐이다...,레알 찐이다,레알 찐이다,6
9036,에델코첸 냄비?,에델코첸 냄비,에델코첸 냄비,7
9037,냄비 에델코첸이네요!!!,냄비 에델코첸이네요!!!,냄비 에델코첸이네요!!!,13
9038,그놈의 의심병,그놈의 의심병,그놈의 의심병,7
9039,칼질 보니까 찐이다,칼질 보니까 찐이다,칼질 보니까 찐이다,10
9040,전혜빈 응급처치 하는프로랑 정글의법칙에서 주목받구 오해영에서도 주목받음,전혜빈 응급처치 하는프로랑 정글의법칙에서 주목받구 오해영에서도 주목받음,전혜빈 응급처치하는 프로랑 정글의 법칙에서 주목받고 오해영에서도 주목받음,39
